order_id,order_date,customer_id,customer_name,customer_segment,region,product_id,product_name,category,subcategory,unit_price,quantity,discount_pct,discount_amount,sales_amount,cost_amount,profit_amount,payment_method,shipping_method,shipping_cost,order_priority,year,quarter,month,month_num,day_of_week
ORD-20241508,2024-05-27,CUST-6326,Customer 7735,Corporate,Central,PROD_ELE_010,Electronics Product 10,Electronics,Electronics - Type J,78.31,1,0.1,7.83,70.48,46.99,23.49,Debit Card,Express,21.58,Low,2024,Q2,May,5,Monday
ORD-20243284,2024-05-27,CUST-1167,Customer 3500,Home Office,West,PROD_CLO_003,Clothing Product 3,Clothing,Clothing - Type C,24.78,5,0.1,12.39,111.51,74.35,37.16,Credit Card,Next Day,28.47,Medium,2024,Q2,May,5,Monday
ORD-20243645,2024-05-27,CUST-1494,Customer 5224,Consumer,East,PROD_CLO_006,Clothing Product 6,Clothing,Clothing - Type F,118.09,5,0.0,0.0,590.45,354.25,236.2,PayPal,Express,26.83,Low,2024,Q2,May,5,Monday
ORD-20244317,2024-05-27,CUST-2754,Customer 5110,Consumer,Central,PROD_SPO_004,Sports Product 4,Sports,Sports - Type D,292.61,3,0.1,87.78,790.05,526.71,263.34,PayPal,Express,22.09,High,2024,Q2,May,5,Monday
ORD-20243355,2024-05-27,CUST-5661,Customer 1064,Corporate,North,PROD_BOO_003,Books Product 3,Books,Books - Type C,25.95,2,0.2,10.38,41.52,31.14,10.38,Gift Card,Standard,21.66,High,2024,Q2,May,5,Monday
ORD-20243814,2024-05-27,CUST-6680,Customer 9580,Consumer,West,PROD_SPO_003,Sports Product 3,Sports,Sports - Type C,172.46,1,0.05,8.62,163.84,103.48,60.36,PayPal,Standard,16.43,Medium,2024,Q2,May,5,Monday
ORD-20240140,2024-05-27,CUST-6780,Customer 4941,Home Office,West,PROD_CLO_009,Clothing Product 9,Clothing,Clothing - Type I,165.7,4,0.0,0.0,662.8,397.68,265.12,PayPal,Next Day,21.71,Low,2024,Q2,May,5,Monday
ORD-20241241,2024-05-28,CUST-1786,Customer 4242,Consumer,North,PROD_SPO_008,Sports Product 8,Sports,Sports - Type H,195.09,1,0.15,29.26,165.83,117.05,48.78,PayPal,Next Day,5.85,High,2024,Q2,May,5,Tuesday
ORD-20241658,2024-05-28,CUST-3486,Customer 2893,Consumer,South,PROD_HOM_006,Home & Garden Product 6,Home & Garden,Home & Garden - Type F,188.2,1,0.05,9.41,178.79,112.92,65.87,Credit Card,Next Day,28.1,Medium,2024,Q2,May,5,Tuesday
ORD-20244878,2024-05-28,CUST-7819,Customer 4931,Consumer,Central,PROD_SPO_002,Sports Product 2,Sports,Sports - Type B,225.68,5,0.15,169.26,959.14,677.05,282.09,Gift Card,Next Day,21.15,Low,2024,Q2,May,5,Tuesday
ORD-20243720,2024-05-28,CUST-2803,Customer 9607,Home Office,West,PROD_HOM_010,Home & Garden Product 10,Home & Garden,Home & Garden - Type J,313.75,1,0.15,47.06,266.69,188.25,78.44,PayPal,Next Day,28.24,Low,2024,Q2,May,5,Tuesday
ORD-20242548,2024-05-28,CUST-2754,Customer 5035,Corporate,South,PROD_SPO_006,Sports Product 6,Sports,Sports - Type F,176.81,2,0.05,17.68,335.94,212.18,123.76,Gift Card,Express,24.18,Medium,2024,Q2,May,5,Tuesday
ORD-20242580,2024-05-28,CUST-9900,Customer 8400,Consumer,South,PROD_SPO_008,Sports Product 8,Sports,Sports - Type H,195.09,1,0.0,0.0,195.09,117.05,78.04,PayPal,Express,17.0,Low,2024,Q2,May,5,Tuesday
ORD-20244146,2024-05-28,CUST-3515,Customer 9120,Consumer,East,PROD_HOM_001,Home & Garden Product 1,Home & Garden,Home & Garden - Type A,408.74,1,0.2,81.75,326.99,245.24,81.75,Credit Card,Standard,24.46,High,2024,Q2,May,5,Tuesday
ORD-20244402,2024-05-28,CUST-7836,Customer 2526,Home Office,South,PROD_HOM_010,Home & Garden Product 10,Home & Garden,Home & Garden - Type J,313.75,4,0.2,251.0,1004.0,753.0,251.0,Gift Card,Express,25.35,Low,2024,Q2,May,5,Tuesday
ORD-20242408,2024-05-29,CUST-3150,Customer 1125,Corporate,East,PROD_CLO_001,Clothing Product 1,Clothing,Clothing - Type A,59.35,5,0.2,59.35,237.4,178.05,59.35,Credit Card,Next Day,22.51,Low,2024,Q2,May,5,Wednesday
ORD-20241450,2024-05-29,CUST-1981,Customer 1404,Home Office,South,PROD_BOO_008,Books Product 8,Books,Books - Type H,29.46,5,0.1,14.73,132.57,88.4,44.17,Debit Card,Standard,16.21,Medium,2024,Q2,May,5,Wednesday
ORD-20241188,2024-05-29,CUST-2831,Customer 3768,Corporate,West,PROD_TOY_005,Toys Product 5,Toys,Toys - Type E,102.48,3,0.2,61.49,245.95,184.47,61.48,Debit Card,Standard,27.82,Medium,2024,Q2,May,5,Wednesday
ORD-20243992,2024-05-29,CUST-7970,Customer 5814,Consumer,North,PROD_ELE_009,Electronics Product 9,Electronics,Electronics - Type I,450.83,2,0.0,0.0,901.66,541.0,360.66,Credit Card,Express,28.01,Medium,2024,Q2,May,5,Wednesday
ORD-20244699,2024-05-29,CUST-9130,Customer 8066,Consumer,North,PROD_SPO_008,Sports Product 8,Sports,Sports - Type H,195.09,3,0.0,0.0,585.27,351.15,234.12,Credit Card,Express,17.88,High,2024,Q2,May,5,Wednesday
ORD-20244900,2024-05-29,CUST-2127,Customer 8913,Corporate,South,PROD_ELE_003,Electronics Product 3,Electronics,Electronics - Type C,311.28,4,0.1,124.51,1120.61,747.08,373.53,Gift Card,Standard,28.57,High,2024,Q2,May,5,Wednesday
ORD-20243897,2024-05-29,CUST-8619,Customer 7961,Consumer,North,PROD_BOO_010,Books Product 10,Books,Books - Type J,35.54,4,0.05,7.11,135.05,85.28,49.77,Gift Card,Express,10.49,Low,2024,Q2,May,5,Wednesday
ORD-20241509,2024-05-29,CUST-4080,Customer 4977,Corporate,West,PROD_CLO_004,Clothing Product 4,Clothing,Clothing - Type D,55.79,4,0.1,22.32,200.84,133.88,66.96,Debit Card,Express,6.22,High,2024,Q2,May,5,Wednesday
ORD-20242906,2024-05-29,CUST-3282,Customer 9376,Corporate,South,PROD_SPO_007,Sports Product 7,Sports,Sports - Type G,253.09,2,0.1,50.62,455.56,303.7,151.86,PayPal,Standard,5.98,Medium,2024,Q2,May,5,Wednesday
ORD-20241032,2024-05-29,CUST-3321,Customer 4943,Consumer,Central,PROD_BOO_001,Books Product 1,Books,Books - Type A,59.32,1,0.05,2.97,56.35,35.59,20.76,PayPal,Express,17.01,Medium,2024,Q2,May,5,Wednesday
ORD-20242233,2024-05-30,CUST-8706,Customer 1114,Corporate,West,PROD_ELE_002,Electronics Product 2,Electronics,Electronics - Type B,73.76,3,0.05,11.06,210.22,132.78,77.44,Debit Card,Express,22.78,Medium,2024,Q2,May,5,Thursday
ORD-20244937,2024-05-30,CUST-7318,Customer 4121,Corporate,North,PROD_BOO_007,Books Product 7,Books,Books - Type G,17.07,5,0.1,8.54,76.82,51.2,25.61,Gift Card,Express,16.31,Medium,2024,Q2,May,5,Thursday
ORD-20240120,2024-05-31,CUST-5193,Customer 4232,Consumer,Central,PROD_CLO_006,Clothing Product 6,Clothing,Clothing - Type F,118.09,1,0.05,5.9,112.19,70.85,41.34,PayPal,Next Day,6.88,Low,2024,Q2,May,5,Friday
ORD-20240690,2024-05-31,CUST-4337,Customer 5654,Consumer,South,PROD_ELE_008,Electronics Product 8,Electronics,Electronics - Type H,132.59,3,0.0,0.0,397.77,238.65,159.12,Debit Card,Next Day,27.27,Low,2024,Q2,May,5,Friday
ORD-20240318,2024-05-31,CUST-6238,Customer 2097,Consumer,West,PROD_TOY_004,Toys Product 4,Toys,Toys - Type D,141.45,5,0.1,70.73,636.52,424.35,212.17,Gift Card,Next Day,13.15,Medium,2024,Q2,May,5,Friday
ORD-20241034,2024-05-31,CUST-2968,Customer 7380,Consumer,Central,PROD_ELE_002,Electronics Product 2,Electronics,Electronics - Type B,73.76,3,0.15,33.19,188.09,132.78,55.31,Debit Card,Standard,21.13,Low,2024,Q2,May,5,Friday
ORD-20241081,2024-05-31,CUST-3947,Customer 8439,Consumer,South,PROD_SPO_007,Sports Product 7,Sports,Sports - Type G,253.09,4,0.05,50.62,961.74,607.4,354.34,Credit Card,Express,11.58,Low,2024,Q2,May,5,Friday
ORD-20240614,2024-05-31,CUST-3663,Customer 9743,Corporate,North,PROD_HOM_004,Home & Garden Product 4,Home & Garden,Home & Garden - Type D,103.08,4,0.2,82.46,329.86,247.4,82.46,Credit Card,Express,28.28,High,2024,Q2,May,5,Friday
ORD-20240708,2024-05-31,CUST-2908,Customer 3721,Consumer,West,PROD_SPO_001,Sports Product 1,Sports,Sports - Type A,246.96,4,0.0,0.0,987.84,592.72,395.12,Gift Card,Express,5.49,Medium,2024,Q2,May,5,Friday
ORD-20243729,2024-05-31,CUST-9593,Customer 7845,Consumer,Central,PROD_BOO_010,Books Product 10,Books,Books - Type J,35.54,3,0.0,0.0,106.62,63.96,42.66,Gift Card,Next Day,12.84,Medium,2024,Q2,May,5,Friday
ORD-20241535,2024-05-31,CUST-7916,Customer 9957,Consumer,East,PROD_SPO_010,Sports Product 10,Sports,Sports - Type J,183.77,4,0.0,0.0,735.08,441.04,294.04,Gift Card,Standard,22.03,Medium,2024,Q2,May,5,Friday
ORD-20243741,2024-05-31,CUST-6720,Customer 1917,Consumer,East,PROD_TOY_009,Toys Product 9,Toys,Toys - Type I,37.06,1,0.15,5.56,31.5,22.24,9.26,PayPal,Standard,24.35,Low,2024,Q2,May,5,Friday
ORD-20243169,2024-05-31,CUST-3937,Customer 4327,Corporate,South,PROD_HOM_001,Home & Garden Product 1,Home & Garden,Home & Garden - Type A,408.74,2,0.1,81.75,735.73,490.48,245.25,Debit Card,Next Day,14.76,High,2024,Q2,May,5,Friday
ORD-20241475,2024-05-31,CUST-9401,Customer 9115,Corporate,South,PROD_ELE_003,Electronics Product 3,Electronics,Electronics - Type C,311.28,2,0.05,31.13,591.43,373.54,217.89,PayPal,Express,5.96,High,2024,Q2,May,5,Friday
ORD-20241471,2024-06-01,CUST-6451,Customer 6242,Home Office,South,PROD_BOO_007,Books Product 7,Books,Books - Type G,17.07,1,0.1,1.71,15.36,10.24,5.12,Gift Card,Express,15.25,Low,2024,Q2,June,6,Saturday
ORD-20242685,2024-06-01,CUST-9762,Customer 4040,Consumer,Central,PROD_SPO_008,Sports Product 8,Sports,Sports - Type H,195.09,2,0.1,39.02,351.16,234.1,117.06,PayPal,Next Day,18.41,High,2024,Q2,June,6,Saturday
ORD-20242520,2024-06-01,CUST-4097,Customer 7685,Home Office,South,PROD_CLO_002,Clothing Product 2,Clothing,Clothing - Type B,110.96,2,0.05,11.1,210.82,133.16,77.66,Credit Card,Next Day,19.02,Medium,2024,Q2,June,6,Saturday
ORD-20244350,2024-06-01,CUST-8187,Customer 3742,Home Office,East,PROD_CLO_006,Clothing Product 6,Clothing,Clothing - Type F,118.09,2,0.0,0.0,236.18,141.7,94.48,Gift Card,Standard,26.5,High,2024,Q2,June,6,Saturday
ORD-20244590,2024-06-01,CUST-3846,Customer 8851,Consumer,Central,PROD_HOM_006,Home & Garden Product 6,Home & Garden,Home & Garden - Type F,188.2,4,0.1,75.28,677.52,451.68,225.84,Gift Card,Next Day,19.88,Medium,2024,Q2,June,6,Saturday
ORD-20244545,2024-06-01,CUST-1247,Customer 1446,Consumer,South,PROD_CLO_005,Clothing Product 5,Clothing,Clothing - Type E,136.98,2,0.0,0.0,273.96,164.38,109.58,PayPal,Express,18.16,Low,2024,Q2,June,6,Saturday
ORD-20240278,2024-06-02,CUST-7870,Customer 4678,Corporate,South,PROD_CLO_002,Clothing Product 2,Clothing,Clothing - Type B,110.96,1,0.2,22.19,88.77,66.58,22.19,Gift Card,Next Day,13.0,High,2024,Q2,June,6,Sunday
ORD-20243526,2024-06-02,CUST-9195,Customer 4915,Corporate,South,PROD_CLO_001,Clothing Product 1,Clothing,Clothing - Type A,59.35,4,0.15,35.61,201.79,142.44,59.35,Gift Card,Next Day,6.17,Low,2024,Q2,June,6,Sunday
ORD-20244168,2024-06-02,CUST-7912,Customer 7584,Corporate,South,PROD_CLO_007,Clothing Product 7,Clothing,Clothing - Type G,59.68,3,0.2,35.81,143.23,107.43,35.8,PayPal,Next Day,20.18,Medium,2024,Q2,June,6,Sunday
ORD-20244843,2024-06-02,CUST-3823,Customer 6596,Corporate,East,PROD_TOY_009,Toys Product 9,Toys,Toys - Type I,37.06,5,0.15,27.8,157.5,111.2,46.31,Debit Card,Standard,8.89,High,2024,Q2,June,6,Sunday
ORD-20241324,2024-06-02,CUST-5789,Customer 2361,Corporate,Central,PROD_ELE_008,Electronics Product 8,Electronics,Electronics - Type H,132.59,2,0.1,26.52,238.66,159.1,79.56,Gift Card,Standard,20.55,Low,2024,Q2,June,6,Sunday
ORD-20240925,2024-06-02,CUST-5702,Customer 6707,Consumer,East,PROD_TOY_008,Toys Product 8,Toys,Toys - Type H,113.43,3,0.2,68.06,272.23,204.18,68.05,Gift Card,Next Day,14.23,Medium,2024,Q2,June,6,Sunday
ORD-20241428,2024-06-02,CUST-7228,Customer 1377,Home Office,East,PROD_BOO_008,Books Product 8,Books,Books - Type H,29.46,4,0.2,23.57,94.27,70.72,23.55,PayPal,Next Day,17.29,Low,2024,Q2,June,6,Sunday
ORD-20241627,2024-06-02,CUST-2427,Customer 1576,Corporate,South,PROD_BOO_005,Books Product 5,Books,Books - Type E,15.59,1,0.1,1.56,14.03,9.35,4.68,Gift Card,Express,20.39,High,2024,Q2,June,6,Sunday
ORD-20240688,2024-06-03,CUST-4095,Customer 3435,Consumer,South,PROD_SPO_006,Sports Product 6,Sports,Sports - Type F,176.81,4,0.0,0.0,707.24,424.36,282.88,PayPal,Standard,16.76,High,2024,Q2,June,6,Monday
ORD-20241744,2024-06-03,CUST-1492,Customer 7420,Consumer,Central,PROD_ELE_008,Electronics Product 8,Electronics,Electronics - Type H,132.59,5,0.15,99.44,563.51,397.75,165.76,PayPal,Standard,17.93,Low,2024,Q2,June,6,Monday
ORD-20241943,2024-06-03,CUST-7039,Customer 7541,Home Office,West,PROD_BOO_005,Books Product 5,Books,Books - Type E,15.59,4,0.15,9.35,53.01,37.4,15.61,PayPal,Next Day,26.75,Low,2024,Q2,June,6,Monday
ORD-20241215,2024-06-03,CUST-4276,Customer 2441,Corporate,South,PROD_SPO_008,Sports Product 8,Sports,Sports - Type H,195.09,3,0.2,117.05,468.22,351.15,117.07,Debit Card,Next Day,18.66,Low,2024,Q2,June,6,Monday
ORD-20243459,2024-06-03,CUST-8824,Customer 2399,Consumer,North,PROD_CLO_002,Clothing Product 2,Clothing,Clothing - Type B,110.96,1,0.2,22.19,88.77,66.58,22.19,Debit Card,Express,9.5,Low,2024,Q2,June,6,Monday
ORD-20242064,2024-06-03,CUST-5141,Customer 6837,Consumer,East,PROD_ELE_006,Electronics Product 6,Electronics,Electronics - Type F,692.86,3,0.15,311.79,1766.79,1247.16,519.63,Debit Card,Next Day,24.64,High,2024,Q2,June,6,Monday
ORD-20242487,2024-06-04,CUST-7223,Customer 6972,Consumer,West,PROD_CLO_001,Clothing Product 1,Clothing,Clothing - Type A,59.35,3,0.05,8.9,169.15,106.83,62.32,PayPal,Next Day,9.56,High,2024,Q2,June,6,Tuesday
ORD-20244984,2024-06-04,CUST-2847,Customer 5918,Home Office,Central,PROD_ELE_008,Electronics Product 8,Electronics,Electronics - Type H,132.59,1,0.0,0.0,132.59,79.55,53.04,Gift Card,Standard,7.74,Medium,2024,Q2,June,6,Tuesday
ORD-20242715,2024-06-04,CUST-7008,Customer 7109,Corporate,Central,PROD_CLO_006,Clothing Product 6,Clothing,Clothing - Type F,118.09,2,0.2,47.24,188.94,141.7,47.24,Credit Card,Next Day,23.75,Medium,2024,Q2,June,6,Tuesday
ORD-20243052,2024-06-04,CUST-4423,Customer 2927,Corporate,North,PROD_CLO_005,Clothing Product 5,Clothing,Clothing - Type E,136.98,1,0.15,20.55,116.43,82.19,34.24,PayPal,Next Day,17.44,Low,2024,Q2,June,6,Tuesday
ORD-20241800,2024-06-04,CUST-7291,Customer 7432,Corporate,South,PROD_TOY_007,Toys Product 7,Toys,Toys - Type G,38.1,1,0.0,0.0,38.1,22.86,15.24,PayPal,Next Day,28.19,Medium,2024,Q2,June,6,Tuesday
ORD-20240265,2024-06-04,CUST-8248,Customer 4559,Consumer,North,PROD_TOY_009,Toys Product 9,Toys,Toys - Type I,37.06,4,0.2,29.65,118.59,88.96,29.63,PayPal,Standard,19.74,Medium,2024,Q2,June,6,Tuesday
ORD-20243737,2024-06-04,CUST-2244,Customer 2705,Home Office,North,PROD_CLO_001,Clothing Product 1,Clothing,Clothing - Type A,59.35,5,0.1,29.68,267.08,178.05,89.02,Debit Card,Next Day,15.67,High,2024,Q2,June,6,Tuesday
ORD-20242815,2024-06-05,CUST-1354,Customer 9826,Corporate,South,PROD_CLO_009,Clothing Product 9,Clothing,Clothing - Type I,165.7,4,0.1,66.28,596.52,397.68,198.84,Gift Card,Standard,6.37,High,2024,Q2,June,6,Wednesday
ORD-20241495,2024-06-05,CUST-2218,Customer 9699,Corporate,North,PROD_CLO_008,Clothing Product 8,Clothing,Clothing - Type H,126.07,3,0.15,56.73,321.48,226.92,94.56,Gift Card,Express,23.47,Medium,2024,Q2,June,6,Wednesday
ORD-20241702,2024-06-05,CUST-7323,Customer 3332,Consumer,East,PROD_SPO_006,Sports Product 6,Sports,Sports - Type F,176.81,3,0.0,0.0,530.43,318.27,212.16,PayPal,Next Day,15.17,Low,2024,Q2,June,6,Wednesday
ORD-20240191,2024-06-05,CUST-7813,Customer 9998,Corporate,Central,PROD_HOM_010,Home & Garden Product 10,Home & Garden,Home & Garden - Type J,313.75,5,0.1,156.88,1411.88,941.25,470.62,PayPal,Standard,22.01,Low,2024,Q2,June,6,Wednesday
ORD-20241364,2024-06-05,CUST-6234,Customer 6291,Corporate,West,PROD_TOY_006,Toys Product 6,Toys,Toys - Type F,97.23,2,0.2,38.89,155.57,116.68,38.89,Credit Card,Next Day,24.14,Medium,2024,Q2,June,6,Wednesday
ORD-20240348,2024-06-05,CUST-7895,Customer 2654,Home Office,Central,PROD_CLO_004,Clothing Product 4,Clothing,Clothing - Type D,55.79,1,0.1,5.58,50.21,33.47,16.74,Debit Card,Next Day,20.14,High,2024,Q2,June,6,Wednesday
ORD-20240482,2024-06-05,CUST-9269,Customer 2475,Consumer,West,PROD_ELE_004,Electronics Product 4,Electronics,Electronics - Type D,262.05,4,0.15,157.23,890.97,628.92,262.05,Debit Card,Express,8.7,Medium,2024,Q2,June,6,Wednesday
ORD-20244004,2024-06-05,CUST-5372,Customer 8322,Home Office,South,PROD_SPO_003,Sports Product 3,Sports,Sports - Type C,172.46,1,0.2,34.49,137.97,103.48,34.49,Gift Card,Express,17.63,Medium,2024,Q2,June,6,Wednesday
ORD-20243499,2024-06-06,CUST-6629,Customer 2225,Corporate,South,PROD_SPO_007,Sports Product 7,Sports,Sports - Type G,253.09,4,0.0,0.0,1012.36,607.4,404.96,Gift Card,Next Day,16.44,Medium,2024,Q2,June,6,Thursday
ORD-20242282,2024-06-06,CUST-1830,Customer 9896,Consumer,Central,PROD_CLO_003,Clothing Product 3,Clothing,Clothing - Type C,24.78,4,0.0,0.0,99.12,59.48,39.64,PayPal,Express,7.09,Medium,2024,Q2,June,6,Thursday
ORD-20244532,2024-06-06,CUST-1582,Customer 6235,Home Office,East,PROD_TOY_007,Toys Product 7,Toys,Toys - Type G,38.1,2,0.1,7.62,68.58,45.72,22.86,PayPal,Standard,24.1,High,2024,Q2,June,6,Thursday
ORD-20240225,2024-06-06,CUST-6188,Customer 6909,Consumer,North,PROD_HOM_005,Home & Garden Product 5,Home & Garden,Home & Garden - Type E,479.89,2,0.15,143.97,815.81,575.86,239.95,Credit Card,Express,16.12,Medium,2024,Q2,June,6,Thursday
ORD-20244957,2024-06-06,CUST-7563,Customer 2476,Home Office,South,PROD_ELE_001,Electronics Product 1,Electronics,Electronics - Type A,657.46,2,0.0,0.0,1314.92,788.96,525.96,PayPal,Standard,10.88,Low,2024,Q2,June,6,Thursday
ORD-20240746,2024-06-06,CUST-1965,Customer 6329,Consumer,North,PROD_CLO_010,Clothing Product 10,Clothing,Clothing - Type J,21.17,4,0.05,4.23,80.45,50.8,29.65,Credit Card,Express,14.75,Medium,2024,Q2,June,6,Thursday
ORD-20241331,2024-06-06,CUST-2235,Customer 1158,Home Office,North,PROD_SPO_007,Sports Product 7,Sports,Sports - Type G,253.09,2,0.0,0.0,506.18,303.7,202.48,Debit Card,Next Day,6.76,Low,2024,Q2,June,6,Thursday
ORD-20241905,2024-06-06,CUST-6562,Customer 9286,Consumer,South,PROD_TOY_001,Toys Product 1,Toys,Toys - Type A,64.97,4,0.05,12.99,246.89,155.92,90.97,PayPal,Express,19.97,Low,2024,Q2,June,6,Thursday
ORD-20240696,2024-06-06,CUST-8083,Customer 6080,Home Office,Central,PROD_ELE_008,Electronics Product 8,Electronics,Electronics - Type H,132.59,3,0.15,59.67,338.1,238.65,99.45,PayPal,Express,21.64,Medium,2024,Q2,June,6,Thursday
ORD-20242840,2024-06-06,CUST-5302,Customer 1943,Consumer,East,PROD_ELE_001,Electronics Product 1,Electronics,Electronics - Type A,657.46,1,0.05,32.87,624.59,394.48,230.11,Debit Card,Express,13.03,Low,2024,Q2,June,6,Thursday
ORD-20244536,2024-06-06,CUST-8188,Customer 5867,Home Office,West,PROD_SPO_006,Sports Product 6,Sports,Sports - Type F,176.81,3,0.05,26.52,503.91,318.27,185.64,Credit Card,Standard,26.86,Low,2024,Q2,June,6,Thursday
ORD-20242662,2024-06-07,CUST-2485,Customer 2427,Corporate,West,PROD_SPO_001,Sports Product 1,Sports,Sports - Type A,246.96,2,0.1,49.39,444.53,296.36,148.17,Credit Card,Standard,11.24,Medium,2024,Q2,June,6,Friday
ORD-20244055,2024-06-07,CUST-9243,Customer 9099,Home Office,North,PROD_BOO_002,Books Product 2,Books,Books - Type B,13.21,3,0.2,7.93,31.7,23.79,7.91,Gift Card,Standard,16.96,Low,2024,Q2,June,6,Friday
ORD-20241286,2024-06-07,CUST-9978,Customer 7370,Corporate,North,PROD_SPO_010,Sports Product 10,Sports,Sports - Type J,183.77,3,0.15,82.7,468.61,330.78,137.83,Credit Card,Express,11.16,High,2024,Q2,June,6,Friday
ORD-20241284,2024-06-07,CUST-3898,Customer 8220,Home Office,South,PROD_SPO_009,Sports Product 9,Sports,Sports - Type I,261.97,3,0.2,157.18,628.73,471.54,157.19,PayPal,Express,5.76,High,2024,Q2,June,6,Friday
ORD-20241895,2024-06-07,CUST-1768,Customer 3676,Consumer,Central,PROD_CLO_005,Clothing Product 5,Clothing,Clothing - Type E,136.98,5,0.1,68.49,616.41,410.95,205.46,Debit Card,Express,14.77,High,2024,Q2,June,6,Friday
ORD-20241029,2024-06-07,CUST-8945,Customer 4288,Consumer,North,PROD_CLO_010,Clothing Product 10,Clothing,Clothing - Type J,21.17,3,0.0,0.0,63.51,38.1,25.41,Credit Card,Standard,20.09,High,2024,Q2,June,6,Friday
ORD-20241207,2024-06-07,CUST-7491,Customer 3814,Consumer,Central,PROD_HOM_001,Home & Garden Product 1,Home & Garden,Home & Garden - Type A,408.74,2,0.05,40.87,776.61,490.48,286.13,PayPal,Express,28.92,Medium,2024,Q2,June,6,Friday
ORD-20242791,2024-06-07,CUST-4903,Customer 4716,Home Office,South,PROD_SPO_006,Sports Product 6,Sports,Sports - Type F,176.81,3,0.05,26.52,503.91,318.27,185.64,Gift Card,Standard,25.78,Low,2024,Q2,June,6,Friday
ORD-20244641,2024-06-07,CUST-4313,Customer 6407,Home Office,West,PROD_HOM_001,Home & Garden Product 1,Home & Garden,Home & Garden - Type A,408.74,4,0.2,326.99,1307.97,980.96,327.01,PayPal,Express,18.01,Low,2024,Q2,June,6,Friday
ORD-20244516,2024-06-07,CUST-4659,Customer 7809,Home Office,East,PROD_HOM_009,Home & Garden Product 9,Home & Garden,Home & Garden - Type I,428.32,1,0.1,42.83,385.49,256.99,128.5,Gift Card,Express,29.97,High,2024,Q2,June,6,Friday
ORD-20240921,2024-06-07,CUST-5382,Customer 9906,Consumer,North,PROD_CLO_006,Clothing Product 6,Clothing,Clothing - Type F,118.09,1,0.2,23.62,94.47,70.85,23.62,Credit Card,Standard,18.62,High,2024,Q2,June,6,Friday
ORD-20244145,2024-06-08,CUST-4637,Customer 9489,Home Office,South,PROD_TOY_002,Toys Product 2,Toys,Toys - Type B,43.28,2,0.05,4.33,82.23,51.94,30.29,Credit Card,Next Day,19.25,High,2024,Q2,June,6,Saturday
ORD-20243881,2024-06-08,CUST-9224,Customer 2875,Home Office,North,PROD_TOY_001,Toys Product 1,Toys,Toys - Type A,64.97,4,0.05,12.99,246.89,155.92,90.97,Debit Card,Standard,9.53,Medium,2024,Q2,June,6,Saturday
ORD-20244361,2024-06-08,CUST-3835,Customer 6453,Home Office,Central,PROD_ELE_008,Electronics Product 8,Electronics,Electronics - Type H,132.59,4,0.2,106.07,424.29,318.2,106.09,Credit Card,Express,23.98,Low,2024,Q2,June,6,Saturday
ORD-20242831,2024-06-08,CUST-1029,Customer 2839,Home Office,East,PROD_BOO_006,Books Product 6,Books,Books - Type F,26.3,4,0.05,5.26,99.94,63.12,36.82,Gift Card,Standard,20.81,Medium,2024,Q2,June,6,Saturday
ORD-20244219,2024-06-08,CUST-1500,Customer 4137,Consumer,Central,PROD_HOM_003,Home & Garden Product 3,Home & Garden,Home & Garden - Type C,189.92,1,0.0,0.0,189.92,113.95,75.97,Gift Card,Express,8.26,High,2024,Q2,June,6,Saturday
ORD-20240880,2024-06-08,CUST-7206,Customer 5380,Consumer,East,PROD_BOO_003,Books Product 3,Books,Books - Type C,25.95,2,0.05,2.6,49.3,31.14,18.16,PayPal,Next Day,20.22,Low,2024,Q2,June,6,Saturday
ORD-20240524,2024-06-08,CUST-6490,Customer 8577,Corporate,North,PROD_BOO_001,Books Product 1,Books,Books - Type A,59.32,4,0.2,47.46,189.82,142.36,47.46,Debit Card,Next Day,23.12,Medium,2024,Q2,June,6,Saturday
ORD-20242400,2024-06-08,CUST-6924,Customer 7637,Corporate,North,PROD_HOM_005,Home & Garden Product 5,Home & Garden,Home & Garden - Type E,479.89,4,0.05,95.98,1823.58,1151.72,671.86,Debit Card,Express,26.85,Medium,2024,Q2,June,6,Saturday
ORD-20244769,2024-06-08,CUST-4639,Customer 8415,Consumer,East,PROD_SPO_006,Sports Product 6,Sports,Sports - Type F,176.81,1,0.05,8.84,167.97,106.09,61.88,PayPal,Next Day,7.79,Medium,2024,Q2,June,6,Saturday
ORD-20241457,2024-06-08,CUST-5570,Customer 5018,Consumer,North,PROD_BOO_003,Books Product 3,Books,Books - Type C,25.95,5,0.2,25.95,103.8,77.85,25.95,Gift Card,Express,11.8,Low,2024,Q2,June,6,Saturday
ORD-20244698,2024-06-08,CUST-8298,Customer 2003,Consumer,North,PROD_BOO_003,Books Product 3,Books,Books - Type C,25.95,5,0.2,25.95,103.8,77.85,25.95,PayPal,Next Day,8.23,Medium,2024,Q2,June,6,Saturday
ORD-20243947,2024-06-09,CUST-9267,Customer 5270,Home Office,Central,PROD_TOY_006,Toys Product 6,Toys,Toys - Type F,97.23,4,0.15,58.34,330.58,233.36,97.22,Credit Card,Next Day,13.26,Medium,2024,Q2,June,6,Sunday
ORD-20244954,2024-06-09,CUST-3325,Customer 6334,Corporate,Central,PROD_TOY_008,Toys Product 8,Toys,Toys - Type H,113.43,1,0.2,22.69,90.74,68.06,22.68,Credit Card,Express,22.38,Medium,2024,Q2,June,6,Sunday
