customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-01182,Female,0,No,No,61,1,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,48.0,2928.0,No
CUST-01183,Female,0,No,Yes,16,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,92.69,1483.04,No
CUST-01184,Female,0,No,Yes,43,1,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,48.84,2100.12,No
CUST-01185,Female,0,Yes,Yes,27,1,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card,88.31,2384.37,Yes
CUST-01186,Female,0,No,Yes,70,1,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.35,3174.5,No
CUST-01187,Male,1,Yes,No,45,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,101.54,4569.3,No
CUST-01188,Female,0,Yes,No,59,1,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,38.76,2286.84,Yes
CUST-01189,Male,0,No,Yes,36,0,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.69,2688.84,No
CUST-01190,Male,0,No,No,18,1,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,86.21,1551.78,No
CUST-01191,Male,0,No,No,72,1,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,88.11,6343.92,Yes
CUST-01192,Female,0,Yes,No,63,1,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer,90.73,5715.99,No
CUST-01193,Female,0,Yes,No,19,1,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card,75.83,1440.77,No
CUST-01194,Female,0,No,No,26,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,62.75,1631.5,No
CUST-01195,Female,0,No,Yes,50,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,105.56,5278.0,No
CUST-01196,Male,1,Yes,Yes,8,1,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,45.92,367.36,No
CUST-01197,Female,0,No,Yes,50,0,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,57.6,2880.0,No
CUST-01198,Female,0,Yes,Yes,56,1,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.11,2526.16,Yes
CUST-01199,Male,0,No,Yes,43,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.59,4712.37,No
CUST-01200,Male,0,Yes,Yes,23,1,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer,95.5,2196.5,No
CUST-01201,Male,0,No,No,9,1,No,No,No,No,No,No,No,No,Two year,Yes,Credit card,49.66,446.94,No
CUST-01202,Male,0,No,No,43,1,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,69.29,2979.47,No
CUST-01203,Female,0,Yes,No,12,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,101.96,1223.52,No
CUST-01204,Female,0,Yes,No,7,1,No,No,No,No,No,No,No,No,Two year,No,Mailed check,34.93,244.51,No
CUST-01205,Female,0,Yes,Yes,32,1,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card,46.28,1480.96,No
CUST-01206,Male,0,Yes,No,24,1,No,No,No,No,No,No,No,No,Two year,No,Electronic check,37.93,910.32,No
CUST-01207,Female,0,Yes,No,24,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,87.88,2109.12,Yes
CUST-01208,Male,0,No,No,23,1,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,92.5,2127.5,No
CUST-01209,Male,0,No,Yes,42,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,79.93,3357.06,Yes
CUST-01210,Female,0,Yes,No,53,1,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Credit card,76.56,4057.68,No
CUST-01211,Female,0,Yes,Yes,49,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card,103.46,5069.54,Yes
CUST-01212,Male,0,Yes,No,7,1,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.14,378.98,Yes
CUST-01213,Male,0,No,Yes,53,1,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer,91.66,4857.98,No
CUST-01214,Male,0,No,Yes,20,1,Yes,No,No,No,No,No,No,No,One year,No,Credit card,40.69,813.8,No
CUST-01215,Male,0,Yes,Yes,7,1,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,36.66,256.62,No
CUST-01216,Male,0,Yes,Yes,41,1,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,36.6,1500.6,No
CUST-01217,Female,0,No,Yes,25,1,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card,87.49,2187.25,Yes
CUST-01218,Female,0,Yes,Yes,19,1,No,No,No,No,No,No,No,No,Two year,No,Mailed check,34.96,664.24,No
CUST-01219,Male,1,No,No,33,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card,124.69,4114.77,No
CUST-01220,Female,0,No,No,48,1,No,No,No,No,No,No,No,No,Two year,No,Bank transfer,26.71,1282.08,No
CUST-01221,Female,0,No,No,40,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer,95.85,3834.0,No
CUST-01222,Female,0,Yes,No,55,1,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card,72.2,3971.0,No
CUST-01223,Male,0,Yes,No,6,1,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer,51.2,307.2,No
CUST-01224,Male,0,No,Yes,33,1,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,56.27,1856.91,No
CUST-01225,Male,0,No,Yes,8,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,69.33,554.64,No
CUST-01226,Female,1,Yes,No,53,1,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,69.24,3669.72,No
CUST-01227,Female,0,Yes,No,62,0,No,No,No,No,No,No,No,No,One year,Yes,Credit card,15.3,948.6,No
CUST-01228,Female,0,No,No,35,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer,110.6,3871.0,No
CUST-01229,Male,0,Yes,No,40,1,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,90.44,3617.6,No
CUST-01230,Male,0,No,No,9,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,96.58,869.22,No
CUST-01231,Male,0,No,No,58,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,95.42,5534.36,No
CUST-01232,Male,0,Yes,Yes,57,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card,98.32,5604.24,No
CUST-01233,Male,0,No,No,67,1,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card,48.23,3231.41,No
CUST-01234,Female,0,No,No,36,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,107.51,3870.36,No
CUST-01235,Female,0,Yes,Yes,1,1,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,76.02,76.02,Yes
CUST-01236,Male,0,Yes,No,31,1,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card,83.35,2583.85,No
CUST-01237,Male,1,No,No,7,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.29,562.03,No
CUST-01238,Female,0,No,Yes,12,0,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card,71.42,857.04,No
CUST-01239,Male,0,No,Yes,62,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.48,5547.76,No
CUST-01240,Male,0,No,No,36,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.21,3967.56,No
CUST-01241,Female,0,No,Yes,31,1,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.87,1266.97,Yes
CUST-01242,Female,0,Yes,No,20,1,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card,55.24,1104.8,No
CUST-01243,Male,0,Yes,Yes,14,1,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,81.16,1136.24,No
CUST-01244,Male,0,Yes,Yes,47,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card,94.51,4441.97,No
CUST-01245,Female,0,No,No,39,1,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card,80.79,3150.81,No
CUST-01246,Female,0,No,No,42,1,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,80.66,3387.72,No
CUST-01247,Male,1,No,No,8,1,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer,82.15,657.2,No
CUST-01248,Male,0,No,Yes,20,1,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card,89.16,1783.2,No
CUST-01249,Female,0,Yes,No,8,1,No,No,No,No,No,No,No,No,Two year,No,Electronic check,43.55,348.4,Yes
CUST-01250,Female,0,Yes,No,17,1,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,85.1,1446.7,No
CUST-01251,Female,1,Yes,No,18,1,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card,82.76,1489.68,No
CUST-01252,Female,0,No,Yes,54,1,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,88.36,4771.44,No
CUST-01253,Female,0,No,Yes,31,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card,95.21,2951.51,No
CUST-01254,Female,0,Yes,Yes,5,1,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,95.19,475.95,No
CUST-01255,Male,1,No,No,54,1,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,85.43,4613.22,No
CUST-01256,Female,1,No,No,33,0,No,No,No,No,No,No,No,No,One year,No,Credit card,17.88,590.04,No
CUST-01257,Male,1,No,No,71,0,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,70.0,4970.0,No
CUST-01258,Female,0,No,No,61,1,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card,82.39,5025.79,Yes
CUST-01259,Male,0,No,No,44,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card,99.48,4377.12,No
CUST-01260,Female,0,Yes,No,62,1,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.38,3061.56,No
CUST-01261,Female,0,No,Yes,10,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,96.12,961.2,No
CUST-01262,Male,0,No,Yes,17,1,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,102.06,1735.02,No
CUST-01263,Male,0,Yes,Yes,19,1,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer,74.19,1409.61,No
CUST-01264,Male,0,Yes,No,18,1,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card,71.35,1284.3,No
CUST-01265,Female,0,No,No,12,0,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,59.99,719.88,No
CUST-01266,Male,0,Yes,Yes,24,1,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.94,1294.56,Yes
CUST-01267,Female,0,Yes,Yes,71,0,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer,18.63,1322.73,Yes
CUST-01268,Female,1,Yes,No,57,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.93,5126.01,No
CUST-01269,Female,1,Yes,Yes,12,0,No,DSL,No,No,Yes,No,No,No,Two year,No,Credit card,51.74,620.88,No
CUST-01270,Male,0,No,No,34,1,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,43.56,1481.04,No
CUST-01271,Male,0,No,No,16,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,106.26,1700.16,No
CUST-01272,Female,0,Yes,Yes,8,1,No,No,No,No,No,No,No,No,One year,No,Bank transfer,42.24,337.92,No
CUST-01273,Male,1,Yes,No,70,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.38,1356.6,No
CUST-01274,Female,1,No,No,66,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card,93.94,6200.04,No
CUST-01275,Male,1,No,No,37,1,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer,42.04,1555.48,No
CUST-01276,Male,0,No,No,6,1,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,40.08,240.48,No
CUST-01277,Female,0,No,Yes,65,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,23.97,1558.05,No
CUST-01278,Female,0,Yes,No,36,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card,104.87,3775.32,No
CUST-01279,Male,0,No,Yes,25,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card,99.95,2498.75,No
CUST-01280,Male,0,Yes,Yes,26,1,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer,77.87,2024.62,Yes
CUST-01281,Male,0,No,No,21,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,103.33,2169.93,No
CUST-01282,Female,0,Yes,No,66,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer,99.03,6535.98,Yes
CUST-01283,Male,0,Yes,Yes,46,1,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card,85.11,3915.06,No
CUST-01284,Male,0,No,Yes,24,1,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,85.03,2040.72,No
CUST-01285,Male,0,Yes,No,48,1,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,84.39,4050.72,No
CUST-01286,Male,1,Yes,Yes,64,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer,104.54,6690.56,No
CUST-01287,Male,0,Yes,Yes,70,1,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card,36.83,2578.1,Yes
CUST-01288,Male,0,No,No,37,0,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,62.93,2328.41,Yes
CUST-01289,Female,0,No,Yes,25,1,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,93.92,2348.0,No
CUST-01290,Male,0,Yes,Yes,65,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,95.07,6179.55,Yes
CUST-01291,Male,1,No,No,11,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card,97.95,1077.45,No
CUST-01292,Male,0,No,Yes,13,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,103.04,1339.52,No
CUST-01293,Male,0,No,Yes,31,1,No,No,No,No,No,No,No,No,Two year,Yes,Credit card,39.49,1224.19,No
CUST-01294,Male,0,Yes,No,31,1,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,45.79,1419.49,No
CUST-01295,Female,0,No,Yes,10,1,No,No,No,No,No,No,No,No,One year,No,Bank transfer,39.17,391.7,No
CUST-01296,Male,0,Yes,No,2,1,No,No,No,No,No,No,No,No,Two year,No,Electronic check,44.7,89.4,No
CUST-01297,Male,0,No,Yes,38,0,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,22.18,842.84,No
CUST-01298,Male,1,Yes,Yes,20,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,113.36,2267.2,No
CUST-01299,Male,0,Yes,Yes,12,1,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card,95.46,1145.52,No
CUST-01300,Female,0,No,No,55,1,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,47.26,2599.3,No
CUST-01301,Female,0,Yes,Yes,26,0,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,67.87,1764.62,No
CUST-01302,Male,0,Yes,No,29,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,68.17,1976.93,Yes
CUST-01303,Female,0,Yes,No,28,1,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card,83.03,2324.84,No
CUST-01304,Male,0,No,Yes,42,1,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer,87.04,3655.68,No
CUST-01305,Male,0,No,No,1,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,81.97,81.97,No
CUST-01306,Male,0,Yes,Yes,52,1,No,No,No,No,No,No,No,No,Two year,No,Bank transfer,44.55,2316.6,No
CUST-01307,Male,1,No,Yes,1,1,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,90.07,90.07,No
CUST-01308,Female,0,No,Yes,22,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card,97.81,2151.82,No
CUST-01309,Male,0,Yes,Yes,6,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,12.5,75.0,No
CUST-01310,Male,0,Yes,No,37,1,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,38.27,1415.99,No
CUST-01311,Female,0,Yes,Yes,64,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,16.72,1070.08,No
CUST-01312,Male,1,Yes,No,20,0,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,63.7,1274.0,Yes
CUST-01313,Male,0,No,Yes,4,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.69,382.76,No
CUST-01314,Male,0,No,Yes,48,1,No,No,No,No,No,No,No,No,One year,No,Credit card,42.8,2054.4,No
CUST-01315,Male,0,Yes,Yes,10,1,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,47.41,474.1,No
CUST-01316,Male,0,Yes,Yes,22,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,96.09,2113.98,No
CUST-01317,Male,0,Yes,Yes,25,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,96.38,2409.5,No
CUST-01318,Female,0,Yes,Yes,37,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.71,3319.27,No
CUST-01319,Male,1,No,No,14,1,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,62.69,877.66,No
CUST-01320,Male,0,Yes,No,68,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,108.43,7373.24,No
CUST-01321,Female,0,Yes,Yes,42,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.0,1008.0,Yes
CUST-01322,Male,0,Yes,Yes,21,1,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer,41.5,871.5,No
CUST-01323,Male,0,No,No,10,1,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.01,300.1,No
CUST-01324,Female,0,No,Yes,1,1,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card,102.16,102.16,No
CUST-01325,Male,0,No,No,23,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.31,2307.13,Yes
CUST-01326,Male,0,No,Yes,42,1,No,No,No,No,No,No,No,No,Two year,No,Electronic check,35.36,1485.12,No
CUST-01327,Male,0,Yes,No,10,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card,88.61,886.1,Yes
CUST-01328,Female,0,No,Yes,20,1,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card,86.29,1725.8,No
CUST-01329,Male,0,Yes,Yes,54,1,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card,56.27,3038.58,No
CUST-01330,Female,1,No,Yes,22,1,No,No,No,No,No,No,No,No,Two year,No,Mailed check,41.98,923.56,No
CUST-01331,Female,0,No,Yes,16,1,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,103.43,1654.88,Yes
CUST-01332,Female,0,Yes,Yes,8,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,69.24,553.92,No
CUST-01333,Male,0,Yes,No,38,1,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card,73.35,2787.3,No
CUST-01334,Female,0,Yes,Yes,17,1,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,29.11,494.87,No
CUST-01335,Female,0,Yes,Yes,30,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,67.9,2037.0,No
CUST-01336,Female,1,Yes,No,31,0,No,No,No,No,No,No,No,No,Two year,No,Mailed check,27.07,839.17,No
CUST-01337,Male,0,No,No,13,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,90.83,1180.79,No
CUST-01338,Male,0,No,Yes,31,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card,92.68,2873.08,No
CUST-01339,Female,1,No,Yes,41,1,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.7,2037.7,No
CUST-01340,Male,0,No,No,65,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,93.32,6065.8,No
CUST-01341,Male,0,No,Yes,10,0,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.69,196.9,No
CUST-01342,Female,0,Yes,Yes,29,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,106.15,3078.35,No
CUST-01343,Female,0,Yes,Yes,54,1,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,40.93,2210.22,No
CUST-01344,Female,0,Yes,Yes,19,1,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer,48.81,927.39,No
CUST-01345,Female,0,Yes,No,17,1,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,43.95,747.15,Yes
CUST-01346,Male,0,Yes,Yes,20,1,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card,48.8,976.0,No
CUST-01347,Male,0,Yes,Yes,8,1,Yes,No,No,No,No,No,No,No,One year,No,Credit card,45.35,362.8,No
CUST-01348,Female,1,No,No,52,1,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,50.36,2618.72,No
CUST-01349,Female,0,No,No,4,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,99.88,399.52,No
CUST-01350,Male,0,No,No,58,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,102.0,5916.0,No
CUST-01351,Male,0,No,No,58,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,96.87,5618.46,Yes
CUST-01352,Female,0,Yes,No,14,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card,101.87,1426.18,Yes
CUST-01353,Male,0,Yes,Yes,17,1,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card,52.27,888.59,No
CUST-01354,Female,0,Yes,Yes,43,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,86.2,3706.6,Yes
CUST-01355,Female,1,Yes,No,16,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer,96.74,1547.84,No
CUST-01356,Male,0,Yes,Yes,33,1,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,36.56,1206.48,No
CUST-01357,Female,1,No,Yes,23,1,No,No,No,No,No,No,No,No,Two year,Yes,Credit card,47.04,1081.92,No
CUST-01358,Male,0,Yes,Yes,46,1,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,33.96,1562.16,No
CUST-01359,Male,1,No,No,44,1,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,53.52,2354.88,No
CUST-01360,Female,0,No,Yes,66,1,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,52.67,3476.22,No
CUST-01361,Female,0,No,No,57,1,No,No,No,No,No,No,No,No,Two year,No,Electronic check,34.74,1980.18,No
CUST-01362,Female,0,Yes,No,61,1,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,27.34,1667.74,No
CUST-01363,Female,0,Yes,No,14,1,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,44.74,626.36,No
CUST-01364,Male,1,Yes,Yes,65,0,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card,43.68,2839.2,No
CUST-01365,Male,1,No,Yes,71,1,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,87.08,6182.68,No
CUST-01366,Female,0,Yes,Yes,30,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,94.2,2826.0,No
CUST-01367,Female,1,No,Yes,39,1,No,No,No,No,No,No,No,No,One year,Yes,Credit card,43.75,1706.25,No
CUST-01368,Female,1,No,No,13,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer,95.75,1244.75,No
CUST-01369,Male,0,No,Yes,68,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,102.2,6949.6,No
CUST-01370,Male,0,Yes,No,12,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,100.41,1204.92,No
CUST-01371,Male,0,Yes,Yes,63,1,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,37.54,2365.02,No
CUST-01372,Female,0,Yes,No,62,0,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,56.64,3511.68,No
CUST-01373,Female,0,Yes,No,14,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,75.27,1053.78,No
CUST-01374,Female,1,No,Yes,23,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,99.82,2295.86,No
CUST-01375,Male,1,No,No,2,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,105.16,210.32,No
CUST-01376,Male,0,No,No,24,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.45,2842.8,Yes
CUST-01377,Female,0,Yes,Yes,2,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,62.61,125.22,No
CUST-01378,Female,0,Yes,No,63,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.39,5631.57,No
CUST-01379,Female,0,No,No,63,1,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,88.22,5557.86,No
CUST-01380,Female,0,No,Yes,13,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,106.96,1390.48,No
